content;question;answer
"Penggunaan ban kapten berwarna pelangi tidak akan lagi terlihat di Premier League aliasLiga Inggrismusim ini.
Berakhirnya penggunaan ban kapten pelangi tak lepas dari berakhirnya kerja sama antara Premier League dengan Stonewall, badan amal LGBT+. Kerja sama tersebut telah berlangsung selama 10 tahun.
Meski kerja sama tersebut telah berakhir, Premier League sudah merencanakan kampanye solidaritas LGBT+. Kampanye tersebut direncanakan akan berlansung pada Februari namun tidak akan melibatkan lagi penggunaan ban kapten.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Penggunaan ban kapten pelangi ini sendiri memang memunculkan sejumlah perdebatan. Di musim lalu, Marc Guehi menyuarakan protes soal ban kapten pelangi tersebut.
Marc Guehi membubuhkan tulisan 'I Love Jesus' di ban kapten pelangi tersebut. FA sempat memberikan peringatan namun kemudian tidak melakukan aksi apapun ketika Guehi melakukan hal yang sama di laga berikutnya.
Sedangkan saat kapten Ipswich Sam Morsy memilih untuk menggunakan ban kapten standar. Sam Morsy menolak menggunakan ban kapten pelangi.

Selama sepuluh tahun kerja sama antara Premier League dan Stonewall, kapten tim-tim Premier League diminta menggunakan ban kapten pelangi. Sedangkan seluruh pemain bisa menggunakan tali sepatu bermotif pelangi.
[Gambas:Video CNN]";Mengapa penggunaan ban kapten berwarna pelangi tidak lagi digunakan di Premier League?;Karena berakhirnya kerja sama antara Premier League dengan badan amal LGBT+, Stonewall, setelah berlangsung selama 10 tahun.
"Penggunaan ban kapten berwarna pelangi tidak akan lagi terlihat di Premier League aliasLiga Inggrismusim ini.
Berakhirnya penggunaan ban kapten pelangi tak lepas dari berakhirnya kerja sama antara Premier League dengan Stonewall, badan amal LGBT+. Kerja sama tersebut telah berlangsung selama 10 tahun.
Meski kerja sama tersebut telah berakhir, Premier League sudah merencanakan kampanye solidaritas LGBT+. Kampanye tersebut direncanakan akan berlansung pada Februari namun tidak akan melibatkan lagi penggunaan ban kapten.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Penggunaan ban kapten pelangi ini sendiri memang memunculkan sejumlah perdebatan. Di musim lalu, Marc Guehi menyuarakan protes soal ban kapten pelangi tersebut.
Marc Guehi membubuhkan tulisan 'I Love Jesus' di ban kapten pelangi tersebut. FA sempat memberikan peringatan namun kemudian tidak melakukan aksi apapun ketika Guehi melakukan hal yang sama di laga berikutnya.
Sedangkan saat kapten Ipswich Sam Morsy memilih untuk menggunakan ban kapten standar. Sam Morsy menolak menggunakan ban kapten pelangi.

Selama sepuluh tahun kerja sama antara Premier League dan Stonewall, kapten tim-tim Premier League diminta menggunakan ban kapten pelangi. Sedangkan seluruh pemain bisa menggunakan tali sepatu bermotif pelangi.
[Gambas:Video CNN]";Apa yang dilakukan Marc Guehi terkait ban kapten pelangi yang memicu peringatan dari FA?;Marc Guehi menuliskan tulisan 'I Love Jesus' di ban kapten pelangi, meskipun sempat mendapat peringatan dari FA.
"Dua pemain Timnas Indonesia,Emil AuderodanJay Idzesbakal bertemu di pentas Liga Italia pada akhir Agustus mendatang.
Cremonese yang kini dibela Emil akan bersua tim baru Jay Idzes, Sassuolo pada pekan ketiga Liga Italia, 29 Agustus mendatang. Emil Audero dan kawan-kawan akan bertindak sebagai tuan rumah dengan pertandingan berlangsung di Stadion Giovanni Zini.
Emil dan Jay memberikan rasa bangga buat Indonesia. Hal ini lantaran untuk kali pertama dalam sejarah dua pemain asal Indonesia akan bertemu di kompetisi kasta tertinggi Italia.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Emil sudah lebih dulu memastikan bermain di Serie A musim ini. Hal itu terjadi usai dirinya direkrut oleh klub promosi, Cremonese pada akhir Juli lalu.
Kiper kelahiran Mataram, Nusa Tenggara Barat itu direkrut setelah kembali ke Como usai menjalani masa pinjaman di Serie B.



Pada Minggu (10/8), Jay Idzes dipastikan tetap bermain di Serie A. Kapten Timnas Indonesia itu meninggalkan Venezia yang terdegradasi dan bergabung dengan tim promosi, Sassuolo.
Dengan kemampuan dan jam terbang yang dimiliki, Emil dan Jay Idzes sama-sama diproyeksi jadi pemain inti. Kondisi itu membuat peluang keduanya rutin bermain sebagai starter terbuka lebar.
Emil AuderoÂ sudah kenyang pengalaman main di Liga Italia karena pernah memperkuat Juventus, Inter Milan, Sampdoria, dan Como. Sementara Jay IdzesÂ merupakan sosok penting di pertahanan VeneziaÂ dan didapukÂ jadi kapten tim pada pertengahan musim lalu.

[Gambas:Video CNN]

";Kapan pertandingan antara Emil Audero dan Jay Idzes akan berlangsung di Liga Italia?;Pertandingan tersebut akan berlangsung pada 29 Agustus mendatang, di pekan ketiga Liga Italia.
"Dua pemain Timnas Indonesia,Emil AuderodanJay Idzesbakal bertemu di pentas Liga Italia pada akhir Agustus mendatang.
Cremonese yang kini dibela Emil akan bersua tim baru Jay Idzes, Sassuolo pada pekan ketiga Liga Italia, 29 Agustus mendatang. Emil Audero dan kawan-kawan akan bertindak sebagai tuan rumah dengan pertandingan berlangsung di Stadion Giovanni Zini.
Emil dan Jay memberikan rasa bangga buat Indonesia. Hal ini lantaran untuk kali pertama dalam sejarah dua pemain asal Indonesia akan bertemu di kompetisi kasta tertinggi Italia.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Emil sudah lebih dulu memastikan bermain di Serie A musim ini. Hal itu terjadi usai dirinya direkrut oleh klub promosi, Cremonese pada akhir Juli lalu.
Kiper kelahiran Mataram, Nusa Tenggara Barat itu direkrut setelah kembali ke Como usai menjalani masa pinjaman di Serie B.



Pada Minggu (10/8), Jay Idzes dipastikan tetap bermain di Serie A. Kapten Timnas Indonesia itu meninggalkan Venezia yang terdegradasi dan bergabung dengan tim promosi, Sassuolo.
Dengan kemampuan dan jam terbang yang dimiliki, Emil dan Jay Idzes sama-sama diproyeksi jadi pemain inti. Kondisi itu membuat peluang keduanya rutin bermain sebagai starter terbuka lebar.
Emil AuderoÂ sudah kenyang pengalaman main di Liga Italia karena pernah memperkuat Juventus, Inter Milan, Sampdoria, dan Como. Sementara Jay IdzesÂ merupakan sosok penting di pertahanan VeneziaÂ dan didapukÂ jadi kapten tim pada pertengahan musim lalu.

[Gambas:Video CNN]

";Klub mana yang sekarang diperkuat oleh Jay Idzes setelah meninggalkan Venezia?;Jay Idzes bergabung dengan Sassuolo, sebuah tim promosi di Liga Italia.
"Persita Tangerangkalah 0-4 dariPersijaÂ Jakartadalam pekan pertamaSuper Leaguedan di laga itu mereka tidak memainkan Hokky Caraka.
Hokky Caraka jadi harapan baru Persita musim ini setelah merekrutnya dari PSS Sleman. Namun Hokky Caraka belum diberikan kesempatan bermain di laga tersebut. Hokky hanya duduk di bangku cadangan sepanjang laga.
""Hokky Caraka baru berlatih 4-5 hari bersama tim. Dia masih membutuhkan waktu untuk beradaptasi dengan rekan-rekan barunya.""
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Jadi saya memilih opsi yang lain,"" ucap pelatih Persita Carlos Pena.
Tanpa kehadiran Hokky Caraka di lapangan, Persita tak berbuat banyak. Persita kalah dengan skor telak 0-4.
Persija empat kali membobol gawang Persita. Rizky Ridho mengawali pesta gol Persija di menit ke-30.
Setelah itu Macan Kemayoran mencetak tiga gol tambahan di babak kedua. Allano de Souza mencetak dua gol sedangkan satu gol lainnya dicetak oleh Maxwell.
Sedangkan bagi Persita, kekalahan ini jelas jadi awal yang buruk di Super League musim ini. Pendekar Cisadane harus bisa bangkit di laga berikutnya.



Pada pekan kedua, Persita akan menghadapi Persebaya Surabaya. Persebaya juga menelan kekalahan di laga perdana.
Persebaya secara mengejutkan kalah dari PSIM Yogyakarta. Walaupun mendominasi laga, Persebaya kalah 0-1.

[Gambas:Video CNN]
";Mengapa Hokky Caraka tidak dimainkan dalam laga Persita melawan Persija?;Hokky Caraka baru berlatih 4-5 hari dan membutuhkan waktu beradaptasi dengan rekan satu tim.
"Persita Tangerangkalah 0-4 dariPersijaÂ Jakartadalam pekan pertamaSuper Leaguedan di laga itu mereka tidak memainkan Hokky Caraka.
Hokky Caraka jadi harapan baru Persita musim ini setelah merekrutnya dari PSS Sleman. Namun Hokky Caraka belum diberikan kesempatan bermain di laga tersebut. Hokky hanya duduk di bangku cadangan sepanjang laga.
""Hokky Caraka baru berlatih 4-5 hari bersama tim. Dia masih membutuhkan waktu untuk beradaptasi dengan rekan-rekan barunya.""
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Jadi saya memilih opsi yang lain,"" ucap pelatih Persita Carlos Pena.
Tanpa kehadiran Hokky Caraka di lapangan, Persita tak berbuat banyak. Persita kalah dengan skor telak 0-4.
Persija empat kali membobol gawang Persita. Rizky Ridho mengawali pesta gol Persija di menit ke-30.
Setelah itu Macan Kemayoran mencetak tiga gol tambahan di babak kedua. Allano de Souza mencetak dua gol sedangkan satu gol lainnya dicetak oleh Maxwell.
Sedangkan bagi Persita, kekalahan ini jelas jadi awal yang buruk di Super League musim ini. Pendekar Cisadane harus bisa bangkit di laga berikutnya.



Pada pekan kedua, Persita akan menghadapi Persebaya Surabaya. Persebaya juga menelan kekalahan di laga perdana.
Persebaya secara mengejutkan kalah dari PSIM Yogyakarta. Walaupun mendominasi laga, Persebaya kalah 0-1.

[Gambas:Video CNN]
";Dengan skor berapa Persita Tangerang kalah dari Persija Jakarta?;Persita Tangerang kalah dengan skor 0-4 dari Persija Jakarta di laga perdana Super League.
"Jay Idzesberpeluang untuk melakoni debut dalam beberapa hari ke depan usai resmi diperkenalkan sebagai pemain anyar Sassuolo.
Klub yang promosi ke Liga Italia itu mendatangkan Jay Idzes dengan nilai transfer juta euro atau setara Rp151 miliar. Transfer ini membuat kapten Timnas Indonesia itu jadi rekrutan termahal jelang musim baru.
Jay Idzes diperkenalkan pada Minggu (10/8). Empat hari ke depan, pemain berusia 25 tahun itu punya peluang untuk melakoni debut memperkuat I Neroverdi.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Venezia akan tampil di pentas Coppa Italia. Tim asuhan Fabio Grosso akan bersua klub Serie B, US Catanzaro di Stadion Mapei, Jumat (15/8).
Namun, kans Jay Idzes untuk bermain sebagai starter di laga melawan Catanzaro terbilang kecil. Opsi paling memungkinkan adalah menempatkan pemain berusia 25 tahun itu di bangku cadangan.
Pertimbangan pertama jelas karena Idzes baru bergabung dan butuh waktu untuk memahami taktik Fabio Grosso dan menjalin chemistry dengan rekan-rekan barunya.



Selain itu, Jay Idzes juga sempat absen dalam laga pramusim Venezia. Artinya, match fitness Jay Idzes mesti terus digeber agar bisa mencapai level ideal untuk menjadi andalan di jantung pertahanan Sassuolo saat Liga Italia dimulai.
Jika tidak dimainkan lawan Catanzaro, peluang Jay Idzes debut akan tersaji di pekan pertama Liga Italia. Sassuolo langsung dihadapkan dengan juara bertahan Liga Italia, Napoli, 23 Agustus mendatang.

[Gambas:Video CNN]
";Berapa nilai transfer Jay Idzes saat direkrut oleh Sassuolo?;Nilai transfer Jay Idzes mencapai satu juta euro atau setara dengan Rp151 miliar.
"Jay Idzesberpeluang untuk melakoni debut dalam beberapa hari ke depan usai resmi diperkenalkan sebagai pemain anyar Sassuolo.
Klub yang promosi ke Liga Italia itu mendatangkan Jay Idzes dengan nilai transfer juta euro atau setara Rp151 miliar. Transfer ini membuat kapten Timnas Indonesia itu jadi rekrutan termahal jelang musim baru.
Jay Idzes diperkenalkan pada Minggu (10/8). Empat hari ke depan, pemain berusia 25 tahun itu punya peluang untuk melakoni debut memperkuat I Neroverdi.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Venezia akan tampil di pentas Coppa Italia. Tim asuhan Fabio Grosso akan bersua klub Serie B, US Catanzaro di Stadion Mapei, Jumat (15/8).
Namun, kans Jay Idzes untuk bermain sebagai starter di laga melawan Catanzaro terbilang kecil. Opsi paling memungkinkan adalah menempatkan pemain berusia 25 tahun itu di bangku cadangan.
Pertimbangan pertama jelas karena Idzes baru bergabung dan butuh waktu untuk memahami taktik Fabio Grosso dan menjalin chemistry dengan rekan-rekan barunya.



Selain itu, Jay Idzes juga sempat absen dalam laga pramusim Venezia. Artinya, match fitness Jay Idzes mesti terus digeber agar bisa mencapai level ideal untuk menjadi andalan di jantung pertahanan Sassuolo saat Liga Italia dimulai.
Jika tidak dimainkan lawan Catanzaro, peluang Jay Idzes debut akan tersaji di pekan pertama Liga Italia. Sassuolo langsung dihadapkan dengan juara bertahan Liga Italia, Napoli, 23 Agustus mendatang.

[Gambas:Video CNN]
";Kapan kemungkinan besar Jay Idzes akan melakukan debut bersama Sassuolo?;Peluang debutnya ada empat hari ke depan di Coppa Italia melawan Catanzaro, atau di Liga Italia melawan Napoli.
"PelatihNEC NijmegenDick Schreuder memberi pujian kepadaCalvin Verdonkkarena tampil apik sebagai bek tengah saat melawan Excelsior pada laga pembuka Eredivisie 2025/2026, Sabtu (9/8) lalu.
Schreuder memainkan Verdonk sebagai starter sekaligus merumput 90 menit penuh. Meski berposisi asli bek kiri, sang pelatih mempercayakan bintang Timnas Indonesia itu sebagai bek tengah bersama Philippe Sandler dan Brayann Pereira.
""Kami tidak punya jumlah bek tengah yang cukup meskipun menerapkan tiga atau empat bek. [Calvin] Verdonk dan Pereira juga merupakan bek sayap, tapi mereka bisa menjalankan tugas [sebagai bek tengah] dengan baik,"" kata Schreuder dikutip dariForza NEC.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pujian kepada Verdonk tentu beralasan. Sebab pemain 28 tahun itu tampil solid menjaga benteng pertahanan hingga timnya mencatat clean sheet dalam kemenangan 5-0. Ini membuktikan kualitas Verdonk.
Dalam catatan Fotmob, Verdonk membukukan satu blok penting dan lima kali tekel bersih. Selain itu, jebolan akademi Feyenoord tersebut juga memenangkan dua duel udara meski secara postur tak menjulang, hanya 174 cm.
Agresivitas Verdonk juga mumpuni. Terdapat sembilan kali unggul duel bawah dari total 14 kali adu bahu yang terjadi. Tak heran Verdonk diberi nilai 8,2 oleh situsFotmobsekaligus jadi poin tertinggi di antara bek lainnya.

Kemenangan 5-0 atas Excelsior jadi momen penting bagi Verdonk dan kawan-kawan untuk meningkatkan motivasi di awal Eredivisie musim ini. Sebab jadwal pertandingan berikutnya sudah berderet untuk dihadapi NEC Nijmegen.
Pekan depan NEC Nijmegen akan bertamu ke markas Heracles pada 17 Agustus sebelum menjamu NAC Breda pada 24 Agustus. Setelah itu, Verdonk akan kembali menjalani laga tandang kontra Fortuna Sittard yang dibela sesama penggawa Timnas Indonesia, Justin Hubner pada 31 Agustus.
[Gambas:Video CNN]";Apa posisi asli Calvin Verdonk, namun dipercayakan bermain oleh pelatih NEC Nijmegen?;Calvin Verdonk adalah bek kiri, tetapi dipercayakan bermain sebagai bek tengah oleh pelatih Dick Schreuder.
"PelatihNEC NijmegenDick Schreuder memberi pujian kepadaCalvin Verdonkkarena tampil apik sebagai bek tengah saat melawan Excelsior pada laga pembuka Eredivisie 2025/2026, Sabtu (9/8) lalu.
Schreuder memainkan Verdonk sebagai starter sekaligus merumput 90 menit penuh. Meski berposisi asli bek kiri, sang pelatih mempercayakan bintang Timnas Indonesia itu sebagai bek tengah bersama Philippe Sandler dan Brayann Pereira.
""Kami tidak punya jumlah bek tengah yang cukup meskipun menerapkan tiga atau empat bek. [Calvin] Verdonk dan Pereira juga merupakan bek sayap, tapi mereka bisa menjalankan tugas [sebagai bek tengah] dengan baik,"" kata Schreuder dikutip dariForza NEC.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pujian kepada Verdonk tentu beralasan. Sebab pemain 28 tahun itu tampil solid menjaga benteng pertahanan hingga timnya mencatat clean sheet dalam kemenangan 5-0. Ini membuktikan kualitas Verdonk.
Dalam catatan Fotmob, Verdonk membukukan satu blok penting dan lima kali tekel bersih. Selain itu, jebolan akademi Feyenoord tersebut juga memenangkan dua duel udara meski secara postur tak menjulang, hanya 174 cm.
Agresivitas Verdonk juga mumpuni. Terdapat sembilan kali unggul duel bawah dari total 14 kali adu bahu yang terjadi. Tak heran Verdonk diberi nilai 8,2 oleh situsFotmobsekaligus jadi poin tertinggi di antara bek lainnya.

Kemenangan 5-0 atas Excelsior jadi momen penting bagi Verdonk dan kawan-kawan untuk meningkatkan motivasi di awal Eredivisie musim ini. Sebab jadwal pertandingan berikutnya sudah berderet untuk dihadapi NEC Nijmegen.
Pekan depan NEC Nijmegen akan bertamu ke markas Heracles pada 17 Agustus sebelum menjamu NAC Breda pada 24 Agustus. Setelah itu, Verdonk akan kembali menjalani laga tandang kontra Fortuna Sittard yang dibela sesama penggawa Timnas Indonesia, Justin Hubner pada 31 Agustus.
[Gambas:Video CNN]";Berapa nilai yang diberikan oleh situs Fotmob kepada Calvin Verdonk atas penampilannya melawan Excelsior?;Calvin Verdonk mendapat nilai 8,2 dari situs Fotmob, menjadikannya pemain dengan nilai tertinggi di antara bek lainnya.
"PelatihTimnas Putri Indonesia U-20, Akira Higashiyama, tetap bangga dengan para pemainnya meski Garuda Pertiwi Muda gagal lolos ke Piala Asia U-17 2026.
Indonesia tidak pernah kalah selama Grup D Kualifikasi Piala Asia Wanita U-20 2026. Setelah menahan imbang India dan Myanmar, Indonesia menang 4-0 atas Turkmenistan di laga terakhir yang berlangsung di Stadion Thuwunna, Yangon, Minggu (10/8).
Timnas Putri Indonesia U-20 finis di posisi kedua Grup D dengan torehan lima poin, terpaut dua poin dari India yang menjadi juara grup. Indonesia juga gagal merebut tiga tiket melalui runner-up terbaik.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Meski Indonesia gagal melangkah ke putaran final Piala Asia Wanita U-20 2026, pelatih Akira Higashiyama mengaku puas dengan performa anak asuhnya.
""Kami sangat senang bisa meraih tiga poin. Kami menciptakan banyak peluang kreatif dari prosesbuild-uppermainan, dan berhasil menjaga clean sheet. Saya puas dengan hasil ini dan bangga pada para pemain saya,"" ujar Akira dikutip dari situs resmi Kita Garuda, Senin (11/8).
Akira kemudian mengatakan kegagalan lolos ke Piala Asia Wanita U-20 2026 yang akan berlangsung di Thailand adalah kesalahan pelatih asal Jepang tersebut.

""Kami tidak pernah kalah dalam tiga pertandingan, tapi kami belum berhasil lolos ke Piala Asia. Ini kesalahan saya. Namun saya melihat para pemain punya potensi besar, dan saya bersemangat untuk kembali bekerja bersama mereka di masa depan. Meskipun tidak lolos, tim menunjukkan semangat yang luar biasa,"" tambah Akira.
Lebih lanjut Akira juga memuji perkembangan mental dan permainan para pemain Timnas Putri Indonesia U-20.
""Setiap hari, para pemain menunjukkan fighting spirit, kami menyebutnya Indonesian spirit. Saya selalu terkejut melihat perkembangan mereka. Mereka terus bertumbuh dan menunjukkan performa terbaik di lapangan.""
""Tentu saja, saya berharap dengan para pemain ini kita bisa menuju Piala Dunia di masa mendatang,"" ucap Akira menambahkan.
[Gambas:Video CNN]";Di mana pertandingan terakhir Timnas Putri Indonesia U-20 berlangsung?;Pertandingan terakhir berlangsung di Stadion Thuwunna, Yangon.
"PelatihTimnas Putri Indonesia U-20, Akira Higashiyama, tetap bangga dengan para pemainnya meski Garuda Pertiwi Muda gagal lolos ke Piala Asia U-17 2026.
Indonesia tidak pernah kalah selama Grup D Kualifikasi Piala Asia Wanita U-20 2026. Setelah menahan imbang India dan Myanmar, Indonesia menang 4-0 atas Turkmenistan di laga terakhir yang berlangsung di Stadion Thuwunna, Yangon, Minggu (10/8).
Timnas Putri Indonesia U-20 finis di posisi kedua Grup D dengan torehan lima poin, terpaut dua poin dari India yang menjadi juara grup. Indonesia juga gagal merebut tiga tiket melalui runner-up terbaik.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Meski Indonesia gagal melangkah ke putaran final Piala Asia Wanita U-20 2026, pelatih Akira Higashiyama mengaku puas dengan performa anak asuhnya.
""Kami sangat senang bisa meraih tiga poin. Kami menciptakan banyak peluang kreatif dari prosesbuild-uppermainan, dan berhasil menjaga clean sheet. Saya puas dengan hasil ini dan bangga pada para pemain saya,"" ujar Akira dikutip dari situs resmi Kita Garuda, Senin (11/8).
Akira kemudian mengatakan kegagalan lolos ke Piala Asia Wanita U-20 2026 yang akan berlangsung di Thailand adalah kesalahan pelatih asal Jepang tersebut.

""Kami tidak pernah kalah dalam tiga pertandingan, tapi kami belum berhasil lolos ke Piala Asia. Ini kesalahan saya. Namun saya melihat para pemain punya potensi besar, dan saya bersemangat untuk kembali bekerja bersama mereka di masa depan. Meskipun tidak lolos, tim menunjukkan semangat yang luar biasa,"" tambah Akira.
Lebih lanjut Akira juga memuji perkembangan mental dan permainan para pemain Timnas Putri Indonesia U-20.
""Setiap hari, para pemain menunjukkan fighting spirit, kami menyebutnya Indonesian spirit. Saya selalu terkejut melihat perkembangan mereka. Mereka terus bertumbuh dan menunjukkan performa terbaik di lapangan.""
""Tentu saja, saya berharap dengan para pemain ini kita bisa menuju Piala Dunia di masa mendatang,"" ucap Akira menambahkan.
[Gambas:Video CNN]";Apa yang dikatakan Akira Higashiyama mengenai kegagalan tim lolos ke Piala Asia Wanita U-20 2026?;Akira mengakui kegagalan tersebut sebagai kesalahannya dan melihat potensi besar pada para pemain.
"Pesepakbola Indonesia bertebaran di berbagai liga penjuru dunia musim ini. Berikut daftar 37 pemainIndonesiadi luar negeri musim ini.
Sebanyak 22 pemain sedang berkarier di Eropa. Liga Belanda jadi kompetisi Eropa terbanyak yang dihuni pemain asal Indonesia dengan 10 pemain.
Ada pula mereka yang berpentas di Amerika Serikat hingga Brasil. Maarten Paes jadi tumpuan FC Dallas di MLS, sementara Welber Jardim berpeluang besar menjadi andalan tim utama Sao Paulo.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Selain itu, pemain Indonesia juga mengadu nasib di negara-negara Asia. Liga Malaysia, Singapura, Thailand, Kamboja, hingga Jepang jadi titian karier mereka.
Beberapa dari pemain Indonesia yang berpentas di luar negeri merupakan penggawa andalan tim masing-masing. Di FC Twente misalnya, Mees Hilgers sudah mencatat 132 penampilan di semua kompetisi termasuk level Eropa.
Lalu di Italia, dua penggawa skuad Garuda kini memiliki bahtera baru. Emil Audero dipinjam Cremonese dari Como, sedangkan Jay Idzes direkrut Sassuolo dari Venezia sekaligus jadi salah satu pemain termahal di klub tersebut.

Lalu ada pula pemain-pemain muda potensial yang bisa membela Timnas Indonesia di masa depan. Dua contohnya adalah Matthew Baker yang membela Melbourne City dan Noha Pohan Simangunsong bersama NAC Breda U-15.
Sebenarnya masih ada banyak pemain keturunan Indonesia yang sedang meniti perjalanan sepak bola di luar negeri. Namun banyak dari mereka yang belum diketahui kejelasan administrasinya.
Bisa jadi nama-nama keturunan Indonesia tersebut hanya mengantongi paspor negara lain. Atau dapat pula yang bersangkutan belum sah sebagai WNI jika sedang menjalani proses naturalisasi.
1. Dean James - Go Ahead Eagles (Eredivisie, Belanda)
2. Nathan Tjoe-A-On - Willem II Tilburg (Eerste Divisie, Belanda)
3. Eliano Reijnders - PEC Zwolle (Eredivisie, Belanda)
4. Emil Audero - US Cremonese (Serie A, Italia)
5. Maarten Paes - FC Dallas (MLS, Amerika Serikat)
6. Mees Hilgers - FC Twente (Eredivisie, Belanda)
7. Justin Hubner - Fortuna Sittard (Eredivisie, Belanda)
8. Calvin Verdonk - NEC Nijmegen (Eredivisie, Belanda)
9. Kevin Diks - Borussia Monchengladbach (Bundesliga, Jerman)
10. Ivar Jenner - FC Utrecht (Eredivisie, Belanda)
11. Joey Pelupessy - Lommel SK (Divisi Kedua Liga Belgia)
12. Marselino Ferdinan - Oxford United (Championship, Inggris)
13. Ragnar Oratmangoen - FCV Dender EH (Divisi Pertama Liga Belgia)
14. Ole Romeny - Oxford United (Championship, Inggris)
15. Jay Idzes - Sassuolo (Serie A, Italia)
16. Sandy Walsh - Yokohama F. Marinos (J1 League, Jepang)
17. Ramadhan Sananta - DPMM FC (Klub Brunei Darussalam di Liga Malaysia)
18. Asnawi Mangkualam - Port FC (Liga Thailand)
19. Shayne Pattynama - Buriram (Liga Thailand)
20. Pratama Arhan - Bangkok United (Liga Thailand)
21. Dion Markx - Top OSS (Eerste Divisie, Belanda)
22. Tim Geypens - Emmen (Eerste Divisie, Belanda)
23. Reycredo Beremanda Bukit - Balestier Khalsa (Liga Singapura)
24. Amar Rayhan Brkic - Darmstadt 98 U-19 (Bundesliga U-19, Jerman)
25. Luke Xavier Keet - Spartak Pleven (Divisi Kedua Liga Bulgaria)
26. Alif Kusuma - North Wellington (Liga Selandia Baru)
27. Welber Jardim - Sao Paulo U-20 (Campeonato Paulista U-20, Brasil)
28. Mathew Baker - Melbourne City U-18 (Liga Australia)
29. Timothy Baker - Boroondara Eagles FC U-23 (Liga Semi-pro Australia)
30. Sulthan Zaky - MOI Kompong Dewa FC (Liga Kamboja)
31. Cyrus Margono - KF Dukagjini (Liga Kosovo)
32. Noha Pohan Simangunsong - NAC Breda U-15 (Belanda)
33. Eizar Jacob Tanjung - Sydney FC U-16 (Australia)
34. Lucas Raphael Lee - Ballistic United (Amerika Serikat)
35. Elkan Baggott - Ipswich Town (Championship, Inggris)
36. Nicholas Gunawan - Prospect United (Australia)
37. Kelvin Derek Susianto Bird - Gulf United B (Uni Emirat Arab)
[Gambas:Video CNN]";Berapa jumlah pemain Indonesia yang berkarier di Eropa musim ini?;Sebanyak 22 pemain Indonesia sedang berkarier di Eropa musim ini.
